   6.0578250906947366E-004    -3.0441705455630759E-006    -5.0251872577819134E-003
   1.2115650181389473E-003    -9.2325016236526878E-006    -1.0215433733131949E-002
   1.8173475272084210E-003    -1.8564962472551182E-005    -1.5405629428346881E-002
   2.4231300362778947E-003    -3.1041501578588521E-005    -2.0595740086986360E-002
   3.0289125453473683E-003    -4.6662046676142269E-005    -2.5785731452610039E-002
   3.6346950544168420E-003    -6.5426504747637641E-005    -3.0975569268777571E-002
   4.2404775634863161E-003    -8.7334762267688031E-005    -3.6165219682065555E-002
   4.8462600725557893E-003    -1.1238668471481385E-004    -4.1354648033016694E-002
   5.4520425816252634E-003    -1.4058211705972377E-004    -4.6543820468207583E-002
   6.0578250906947366E-003    -1.7192088352117402E-004    -5.1732702731197885E-002
   6.6636075997642107E-003    -2.0640278756596853E-004    -5.6921260565547235E-002
   7.2693901088336840E-003    -2.4402761190895874E-004    -6.2109459714815303E-002
   7.8751726179031572E-003    -2.8479511851304374E-004    -6.7297265922561730E-002
   8.4809551269726322E-003    -3.2870504883331092E-004    -7.2484645335363113E-002
   9.0867376360421054E-003    -3.7575712357289524E-004    -7.7671563696779120E-002
   9.6925201451115786E-003    -4.2595104268297921E-004    -8.2857986750369386E-002
   1.0298302654181052E-002    -4.7928648536279303E-004    -8.8043880239693562E-002
   1.0904085163250527E-002    -5.3576311030375514E-004    -9.3229210311328248E-002
   1.1509867672320000E-002    -5.9538055520119086E-004    -9.8413942305816154E-002
   1.2115650181389473E-002    -6.5813843724261392E-004   -0.10359804236973388     
   1.2721432690458946E-002    -7.2403635310772617E-004   -0.10878147664965804     
   1.3327215199528421E-002    -7.9307387848013633E-004   -0.11396421048613130     
   1.3932997708597895E-002    -8.6525056853564166E-004   -0.11914621002573028     
   1.4538780217667368E-002    -9.4056595794222747E-004   -0.12432744141503158     
   1.5144562726736841E-002    -1.0190195606159266E-003   -0.12950787039759484     
   1.5750345235806314E-002    -1.1006108697208198E-003   -0.13468746271697973     
   1.6356127744875788E-002    -1.1853393579131758E-003   -0.13986618451976285     
   1.6961910253945264E-002    -1.2732044770973109E-003   -0.14504400154950381     
