   4.0385500604631579E-004     9.9999998960393592E-008    -1.2974091331787397E-006     9.9999998960393631E-008    -1.2974083926123413E-006     1.0000000082479368E-007    -3.8246964271349300E-007     2.4761361742022122E-004    -3.2125617208022105E-003     2.4761361742022133E-004    -2.6358651119199254E-003     2.4761361742022149E-004    -2.6358651119199254E-003
   8.0771001209263159E-004     2.0000000015245152E-007    -3.9922254431400177E-006     2.0000000015245152E-007    -3.9922214342282043E-006     2.0000000388125181E-007    -1.7353612447343938E-006     2.4761362294612615E-004    -6.6727322172953950E-003     2.4761362294612604E-004    -5.5193375385942101E-003     2.4761362294612658E-004    -5.5193375385942101E-003
   1.2115650181389473E-003     3.0000000357617383E-007    -8.0844429484387355E-006     3.0000000357617378E-007    -8.0844312911305229E-006     3.0000000916937442E-007    -4.0586714864283275E-006     2.4761362847203102E-004    -1.0132887902915839E-002     2.4761362847203097E-004    -8.4027961619377069E-003     2.4761362847203162E-004    -8.4027961619377069E-003
   1.6154200241852632E-003     4.0000000923156051E-007    -1.3574051639309625E-005     4.0000000923156056E-007    -1.3574026036266339E-005     4.0000001668916156E-007    -7.3523946033637660E-006     2.4761363399793595E-004    -1.3593018802994152E-002     2.4761363399793622E-004    -1.1286234130662143E-002     2.4761363399793720E-004    -1.1286234130662143E-002
   2.0192750302315790E-003     5.0000001711861176E-007    -2.0461037233526628E-005     5.0000001711861186E-007    -2.0460989649311587E-005     5.0000002644061348E-007    -1.1616522443956346E-005     2.4761363952384142E-004    -1.7053114338335517E-002     2.4761363952384170E-004    -1.4169643938576689E-002     2.4761363952384283E-004    -1.4169643938576689E-002
   2.4231300362778947E-003     6.0000002723732759E-007    -2.8745381420543526E-005     6.0000002723732790E-007    -2.8745302016760518E-005     6.0000003842373014E-007    -1.6851044371134451E-005     2.4761364504974690E-004    -2.0513164534270538E-002     2.4761364504974738E-004    -1.7053018482507475E-002     2.4761364504974896E-004    -1.7053018482507475E-002
   2.8269850423242107E-003     7.0000003958770820E-007    -3.8427061861493931E-005     7.0000003958770863E-007    -3.8426938932044088E-005     7.0000005263851180E-007    -2.3055947357282789E-005     2.4761365057565291E-004    -2.3973159416129819E-002     2.4761365057565329E-004    -1.9936350508149268E-002     2.4761365057565513E-004    -1.9936350508149268E-002
   3.2308400483705263E-003     8.0000005416975372E-007    -4.9506052067120963E-005     8.0000005416975435E-007    -4.9505872095665690E-005     8.0000006908495836E-007    -3.0231215933379747E-005     2.4761365610155892E-004    -2.7433088706981260E-002     2.4761365610155952E-004    -2.2819632912328195E-002     2.4761365610156142E-004    -2.2819632912328195E-002
   3.6346950544168424E-003     9.0000007098346423E-007    -6.1982321519847588E-005     9.0000007098346507E-007    -6.1982069115355478E-005     9.0000008776307013E-007    -3.8376832239860055E-005     2.4761366162746553E-004    -3.0892942432155460E-002     2.4761366162746602E-004    -2.5702858440739024E-002     2.4761366162746819E-004    -2.5702858440739024E-002
   4.0385500604631580E-003     1.0000000900288398E-006    -7.5855835551706300E-005     1.0000000900288409E-006    -7.5855493506259470E-005     1.0000001086728471E-006    -4.7492775975752118E-005     2.4761366715337214E-004    -3.4352710314720321E-002     2.4761366715337279E-004    -2.8586019990207889E-002     2.4761366715337507E-004    -2.8586019990207889E-002
