   8.0771001209263159E-004     9.9999998960393592E-008    -5.4896365229011466E-006     9.9999998960393631E-008    -5.4896239018679802E-006     1.0000000082479368E-007    -1.7798775935638813E-006     1.2380680871011061E-004    -6.7965438594458959E-003     1.2380680871011066E-004    -5.6431458054778385E-003     1.2380680871011075E-004    -5.6431458054778385E-003   3.70975889E-10   3.70974640E-10
   1.6154200241852632E-003     2.0000000015245152E-007    -1.6568877338870818E-005     2.0000000015245152E-007    -1.6568810235205017E-005     2.0000000388125181E-007    -7.4414289455813389E-006     1.2380681147306307E-004    -1.3716854626161370E-002     1.2380681147306302E-004    -1.1410045218664474E-002     1.2380681147306329E-004    -1.1410045218664474E-002   9.12744824E-10   9.12738107E-10
   2.4231300362778947E-003     3.0000000357617383E-007    -3.3237624791662492E-005     3.0000000357617378E-007    -3.3237432040067710E-005     3.0000000916937442E-007    -1.6984599694072452E-005     1.2380681423601551E-004    -2.0637044487793261E-002     1.2380681423601549E-004    -1.7176834003696337E-002     1.2380681423601581E-004    -1.7176834003696337E-002   1.62530256E-09   1.62528324E-09
   3.2308400483705263E-003     4.0000000923156051E-007    -5.5495715795344482E-005     4.0000000923156056E-007    -5.5495296866497120E-005     4.0000001668916156E-007    -3.0409296658697007E-005     1.2380681699896798E-004    -2.7557032437935572E-002     1.2380681699896814E-004    -2.2943454226885818E-002     1.2380681699896860E-004    -2.2943454226885818E-002   2.50864196E-09   2.50859999E-09
   4.0385500604631580E-003     5.0000001711861176E-007    -8.3342921834299910E-005     5.0000001711861197E-007    -8.3342146778802318E-005     5.0000002644061348E-007    -4.7715387827191111E-005     1.2380681976192071E-004    -3.4476737470182303E-002     1.2380681976192087E-004    -2.8709848458316506E-002     1.2380681976192142E-004    -2.8709848458316506E-002   3.56275343E-09   3.56267593E-09
   4.8462600725557893E-003     6.0000002723732780E-007    -1.1677894847494554E-004     6.0000002723732811E-007    -1.1677765836138410E-004     6.0000003842373014E-007    -6.8902702531690955E-005     1.2380682252487372E-004    -4.1396077973602043E-002     1.2380682252487380E-004    -3.4475959268071982E-002     1.2380682252487448E-004    -3.4475959268071982E-002   4.78762452E-09   4.78749573E-09
   5.6539700846484214E-003     7.0000003958770863E-007    -1.5580343634229415E-004     7.0000003958770916E-007    -1.5580144272604754E-004     7.0000005263851180E-007    -9.3971031285972496E-005     1.2380682528782673E-004    -4.8314973546314199E-002     1.2380682528782694E-004    -4.0241728722464648E-002     1.2380682528782762E-004    -4.0241728722464648E-002   6.18324059E-09   6.18304119E-09
   6.4616800967410527E-003     8.0000005416975456E-007    -2.0041596014339216E-004     8.0000005416975520E-007    -2.0041304552072215E-004     8.0000006908495857E-007    -1.2292012585326815E-004     1.2380682805078003E-004    -5.5233342577387365E-002     1.2380682805078030E-004    -4.6007099794595031E-002     1.2380682805078103E-004    -4.6007099794595031E-002   7.74958320E-09   7.74929187E-09
   7.2693901088336848E-003     9.0000007098346571E-007    -2.5061602915560084E-004     9.0000007098346677E-007    -2.5061194693991394E-004     9.0000008776307066E-007    -1.5574969944971744E-004     1.2380683081373361E-004    -6.2151104060415532E-002     1.2380683081373401E-004    -5.1772014651529780E-002     1.2380683081373474E-004    -5.1772014651529780E-002   9.48663281E-09   9.48622514E-09
   8.0771001209263161E-003     1.0000000900288426E-006    -3.0640308722659619E-004     1.0000000900288441E-006    -3.0639756173654788E-004     1.0000001086728482E-006    -1.9245942644597282E-004     1.2380683357668775E-004    -6.9068176988992716E-002     1.2380683357668813E-004    -5.7536415863352466E-002     1.2380683357668873E-004    -5.7536415863352466E-002   1.13943663E-08   1.13938139E-08
   8.8848101330189482E-003     1.1000001113058855E-006    -3.6777651326265031E-004     1.1000001113058872E-006    -3.6776923923518347E-004     1.1000001318142917E-006    -2.3304894239432647E-004     1.2380683633964219E-004    -7.5984480961238318E-002     1.2380683633964274E-004    -6.3300245496375501E-002     1.2380683633964322E-004    -6.3300245496375501E-002   1.34727571E-08   1.34720297E-08
   9.6925201451115786E-003     1.2000001348145952E-006    -4.3473562025206895E-004     1.2000001348145971E-006    -4.3472626334694519E-004     1.2000001571874014E-006    -2.7751784417790728E-004     1.2380683910259745E-004    -8.2899934366220923E-002     1.2380683910259799E-004    -6.9063446624453642E-002     1.2380683910259829E-004    -6.9063446624453642E-002   1.57217777E-08   1.57208415E-08
   1.0500230157204211E-002     1.3000001605549717E-006    -5.0727965575347270E-004     1.3000001605549745E-006    -5.0726785258618996E-004     1.3000001847921779E-006    -3.2586569003780765E-004     1.2380684186555328E-004    -8.9814456197534545E-002     1.2380684186555406E-004    -7.4825961313899306E-002     1.2380684186555390E-004    -7.4825961313899306E-002   1.81413959E-08   1.81402164E-08
   1.1307940169296843E-002     1.4000001885270163E-006    -5.8540780238407815E-004     1.4000001885270196E-006    -5.8539316008770971E-004     1.4000002146286216E-006    -3.7809199938319631E-004     1.2380684462851024E-004    -9.6727966053298586E-002     1.2380684462851111E-004    -8.0587732134796072E-002     1.2380684462851013E-004    -8.0587732134796072E-002   2.07315800E-08   2.07301163E-08
   1.2115650181389475E-002     1.5000002187307298E-006    -6.6911917684313554E-004     1.5000002187307340E-006    -6.6910127362682364E-004     1.5000002466967332E-006    -4.3419625296764203E-004     1.2380684739146834E-004   -0.10364038232258165          1.2380684739146935E-004    -8.6348701657227522E-002     1.2380684739146745E-004    -8.6348701657227522E-002   2.34922926E-08   2.34905020E-08
   1.2923360193482105E-002     1.6000002511661132E-006    -7.5841283088849112E-004     1.6000002511661183E-006    -7.5839121563974334E-004     1.6000002809965136E-006    -4.9417789288911382E-004     1.2380685015442783E-004   -0.11055162460350314          1.2380685015442905E-004    -9.2108812451277250E-002     1.2380685015442566E-004    -9.2108812451277250E-002   2.64234945E-08   2.64213327E-08
   1.3731070205574738E-002     1.7000002858331682E-006    -8.5328775084830605E-004     1.7000002858331745E-006    -8.5326194324658264E-004     1.7000003175279635E-006    -5.5803632250860059E-004     1.2380685291738902E-004   -0.11746161188965706          1.2380685291739048E-004    -9.7868006986274611E-002     1.2380685291738522E-004    -9.7868006986274611E-002   2.95251432E-08   2.95225622E-08
