   2.0192750302315790E-004     9.9999998960393592E-008    -2.4935228574813780E-007     9.9999998960393631E-008    -2.4935224995588033E-007     1.0000000082479368E-007    -3.3117431205324214E-008     4.9522723484044244E-004    -1.2348604425596300E-003     4.9522723484044266E-004    -9.4651254113544466E-004     4.9522723484044298E-004    -9.4651254113544466E-004
   4.0385500604631579E-004     2.0000000015245152E-007    -8.4805676242041172E-007     2.0000000015245152E-007    -8.4805653816886933E-007     2.0000000388125181E-007    -3.0884058281475813E-007     4.9522724589225230E-004    -2.9649476555138302E-003     4.9522724589225208E-004    -2.3882515504027278E-003     4.9522724589225317E-004    -2.3882515504027278E-003
   6.0578250906947366E-004     3.0000000357617383E-007    -1.7961130638058973E-006     3.0000000357617378E-007    -1.7961124003739919E-006     3.0000000916937442E-007    -8.2716925646404114E-007     4.9522725694406205E-004    -4.6950330548917764E-003     4.9522725694406194E-004    -3.8299889979793024E-003     4.9522725694406324E-004    -3.8299889979793024E-003
   8.0771001209263159E-004     4.0000000923156051E-007    -3.0935206100706312E-006     4.0000000923156056E-007    -3.0935191164695142E-006     4.0000001668916156E-007    -1.5881031130689661E-006     4.9522726799587191E-004    -6.4251155827739883E-003     4.9522726799587245E-004    -5.2717239015113333E-003     4.9522726799587440E-004    -5.2717239015113333E-003
   1.0096375151157895E-003     5.0000001711861176E-007    -4.7402785162048784E-006     5.0000001711861186E-007    -4.7402757105179458E-006     5.0000002644061348E-007    -2.5916416533280365E-006     4.9522727904768285E-004    -8.1551937278469197E-003     4.9522727904768339E-004    -6.7134553793992274E-003     4.9522727904768567E-004    -6.7134553793992274E-003
   1.2115650181389473E-003     6.0000002723732759E-007    -6.7363856835758658E-006     6.0000002723732790E-007    -6.7363809507472619E-006     6.0000003842373014E-007    -3.8377842295904143E-006     4.9522729009949379E-004    -9.8852664321910904E-003     4.9522729009949477E-004    -8.1551825500433897E-003     4.9522729009949791E-004    -8.1551825500433897E-003
   1.4134925211621054E-003     7.0000003958770820E-007    -9.0818407388926281E-006     7.0000003958770863E-007    -9.0818333495527557E-006     7.0000005263851180E-007    -5.3265300458559202E-006     4.9522730115130582E-004    -1.1615332335624310E-002     4.9522730115130658E-004    -9.5969045318442300E-003     4.9522730115131026E-004    -9.5969045318442300E-003
   1.6154200241852632E-003     8.0000005416975372E-007    -1.1776642034206002E-005     8.0000005416975435E-007    -1.1776631163499321E-005     8.0000006908495836E-007    -7.0578781526887692E-006     4.9522731220311784E-004    -1.3345390077964387E-002     4.9522731220311904E-004    -1.1038620418013588E-002     4.9522731220312283E-004    -1.1038620418013588E-002
   1.8173475272084212E-003     9.0000007098346423E-007    -1.4820787707943793E-005     9.0000007098346507E-007    -1.4820772393323409E-005     9.0000008776307013E-007    -9.0318274531515452E-006     4.9522732325493106E-004    -1.5075438601291841E-002     4.9522732325493193E-004    -1.2480329251386197E-002     4.9522732325493638E-004    -1.2480329251386197E-002
   2.0192750302315790E-003     1.0000000900288398E-006    -1.8214275593358029E-005     1.0000000900288407E-006    -1.8214254783936064E-005     1.0000001086728471E-006    -1.1248376689241836E-005     4.9522733430674428E-004    -1.6805476394293129E-002     4.9522733430674526E-004    -1.3922030225928136E-002     4.9522733430674992E-004    -1.3922030225928136E-002
